original_job_id,job_id,title,institution,company_id,location,experience_years_required,experience_level,field_of_study,salary_min,salary_max,published_at,expires_at,status,real_total_applicants,real_total_engagements
1000000000-101001000000000000-00012,e76243c8-4d21-59fc-86ca-88d0eaa75b13,Human Resource Management Specialist,Ministry of Trade and Industry,681ca0ab-1c89-5862-994f-4cb0a2998110,Nyamasheke,3,mid,"Business, Administration and Law",475000,628595,01/08/2026,16/01/2027,active,19,19
1419005000-312064000000000000-00253,aa496118-1fb0-59b7-b8e4-fb77e0165656,Assistant Lecturer in Business Economics and Accounting Processes,RP NGOMA COLLEGE,52e7313f-4639-5d79-bad8-2615e3b7e280,Ngoma,0,entry,"Business, Administration and Law",220000,284096,22/09/2026,25/04/2027,active,63,63
1602000000-201102060000000000-00141,19a46357-fdee-5750-bd94-800acab1a561,Midwife in Obstetrics and Gynecology Department,CENTRAL UNIVERSITY HOSPITAL OF BUTARE,1cc90452-1205-5182-b85d-1874e4c0b5aa,Kicukiro,5,senior,Health and Welfare (Health and Medical Sciences),525000,649500,03/08/2026,16/01/2027,active,291,291
4100000000-080101030500000000-00053,7d689993-72cf-552f-8fec-8c107e09b743,Itorero Coordination Program and Community Mobilisation Officer,BUGESERA DISTRICT,c8a4c97f-7988-5f08-822d-7183bfec5e8e,Bugesera,0,entry,"Business, Administration and Law",220000,259978,14/09/2026,28/12/2026,active,889,889
1503000000-601102000000000000-00010,bb8d17e1-f5a2-5aa7-bb29-97d9e641b05f,Logistics Officer,"CHANCELLERY FOR HEROS, NATIONAL ORDERS AND DECORATION OF HONOURS",7636a50a-be07-5cbe-b4b1-5f2d53bd6a7b,Bugesera,0,entry,"Business, Administration and Law",220000,306247,31/08/2026,15/12/2026,active,1075,1075
5100000000-801102000000000000-00039,59a93901-504e-577f-be38-24375e92b5e8,Land Surveyor and GIS Officer,KAMONYI DISTRICT,30d0d5e5-7597-5c8c-a2fc-475f3f56cf79,Rubavu,0,entry,"Business, Administration and Law",220000,273451,10/08/2026,01/12/2026,active,811,811
1419005000-031000000000000000-00018,c2510fe0-cac0-5c53-9f59-b08eaa5329fb,Internal Auditor,RP NGOMA COLLEGE,52e7313f-4639-5d79-bad8-2615e3b7e280,Ngoma,0,entry,"Business, Administration and Law",220000,257913,01/10/2026,17/01/2027,active,105,105
2902000000-140105010000000000-00003,78c9427f-f7aa-5d32-baa8-eccff77d10b0,Accountant,Rwanda Water Resources Board,bc03a799-837d-5602-a105-0d3bc3efda7b,Huye,3,mid,"Business, Administration and Law",475000,583597,02/07/2026,27/02/2027,active,1040,1040
1800000000-101101040000000000-00025,d5877f34-227a-5a37-a77f-54a8d4f83ac8,Railway Transport Senior Engineer,Ministry of Infrastructure,02256b11-7514-502e-85c5-4b5ed28c00b5,Huye,3,mid,"Services, Tourism and Hospitality",475000,596227,21/08/2026,22/12/2026,active,52,52
1413000000-901050000000000000-00181,daba2253-ca5c-5dfd-8651-24c19df85e6b,Computer Lab attendant,RWANDA BASIC EDUCATION BOARD,095aeb11-7497-50e3-9448-15f9a12a6d07,Kayonza,0,entry,Education,220000,282501,19/08/2026,07/12/2026,active,1826,1826
6100000000-801101020000000000-00033,563c8c5f-cc6f-5771-b999-c0280b3dda23,Road Development and Maintenance Engineer,BURERA DISTRICT,c4128617-4671-5d0c-90db-21350d0dfb04,Burera,0,entry,"Engineering, Manufacturing and Construction",220000,267258,28/08/2026,08/04/2027,active,417,417
6500000000-801103010100000000-00081,bc31e943-16ff-5089-9e07-f1a4060bd0fb,Head of Central Secretariat,GAKENKE DISTRICT,1f377f27-ab0e-5f6d-81f2-96b0efeb9b09,Gakenke,0,entry,"Business, Administration and Law",220000,266450,09/10/2026,07/01/2027,active,322,322
6200000000-801101250000000000-00033,71c4d723-570d-5b0d-b201-2c292d9e573c,Road Development and Maintenance Engineer,GICUMBI DISTRICT,afc9e29c-6db0-54ae-91bc-4cb20c590c45,Gicumbi,0,entry,"Engineering, Manufacturing and Construction",220000,283420,12/08/2026,28/01/2027,active,340,340
4800000000-801104000000000000-00395,6b66e2d3-127e-5123-a5ff-2995cce65eb3,DASSO Coordinator at the District,NYAMAGABE DISTRICT,15da6450-8593-5e88-bf88-24a301190e36,Nyamagabe,0,entry,Arts and Humanities,220000,282139,05/09/2026,20/02/2027,active,557,557
6000003001-202500000000000000-00016,d0d65b30-5def-5606-91cf-ec0ef36f6edf,Driver,RUTSIRO District,19087e75-e078-5bad-9dcc-999331552532,Rutsiro,0,entry,Information and Communication Technologies (ICTs),220000,289434,30/10/2026,22/06/2027,active,2863,2863
6400000000-308811012100000000-00078,6a96f0ff-0b15-584d-b387-708f57ac812c,Local Revenue Collection & Inspection Officer,RULINDO DISTRICT,32c88a44-7bc5-50d7-8d85-9b6ba845ba1d,Muhanga,0,entry,"Business, Administration and Law",220000,257973,24/09/2026,11/03/2027,active,1394,1394
2306000000-901202000000000000-00041,13943e8e-4903-52f7-b42c-3dc2dd9ddbc9,Secretary in the Central Secretariat,RWANDA DEMOBILIZATION AND REINTEGRATION COMMISSION,163d42bb-aceb-596c-afd9-e2b43bb5cc68,Kicukiro,0,entry,"Business, Administration and Law",220000,260189,02/07/2026,03/10/2026,active,161,161
2900001001-102001000000000000-00048,63bced16-be27-55ab-960c-dc898df7a598,Budget and Finance Management Expert,Ministry of Environment,1b4a5931-44f1-5314-9790-f731e41f7c26,Rusizi,10,executive,"Business, Administration and Law",650000,848116,11/08/2026,03/03/2027,active,34,34
2500001002-210100000000000000-00020,a51dc4bf-d515-5f13-bfd1-d3ff9a3b90df,Sites Supervisor,Ministry in charge of Emergency Management,89ef17e7-ce34-5e50-93b4-b34fe9fb998c,Huye,2,mid,"Engineering, Manufacturing and Construction",450000,520432,07/10/2026,28/03/2027,active,979,979
1402000000-901000000000000000-00023,eb95f286-b624-5145-86fa-23d6587304bf,"Planning, M&E Specialist",Higher Education Council,73fb11f6-5113-57a7-88be-4871a6dfd757,Ngoma,3,mid,"Business, Administration and Law",475000,658868,30/08/2026,22/04/2027,active,685,685
5200003001-020000000200000000-00013,70c062c9-5eb5-55e8-a084-346411099c80,Social worker A2,NYANZA DISTRICT,59f60bc1-38a0-554a-8be5-c603b26aa28b,Nyamasheke,0,entry,Health and Welfare (Health and Medical Sciences),220000,270743,10/09/2026,08/05/2027,active,106,106
0901000000-140200000000000000-00033,2be25a58-26af-5dbd-9923-3516c0844cdb,Estate Management Officer,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Rwamagana,0,entry,"Engineering, Manufacturing and Construction",220000,265149,09/06/2026,23/10/2026,active,174,174
1200000000-101104000000000000-00061,e5dadc77-df38-55eb-b2ff-b380482fa0e6,Internal Auditor Specialist,Ministry of Finance and Economic Planning,8a7a1c75-89f5-5834-82ab-5d468cc98899,Muhanga,3,mid,"Business, Administration and Law",475000,661330,13/06/2026,18/12/2026,active,1487,1487
1605000000-901400000000000000-00002,39b1d5cb-dc05-5c43-8efc-6e8bbdf38010,Driver Team Leader,RWANDA BIO MEDICAL CENTER,fff3e870-09bd-55ae-a770-c558a61b9c12,Nyagatare,0,entry,"Services, Tourism and Hospitality",220000,286402,02/10/2026,07/01/2027,active,1338,1338
2800000000-101101030000000000-00001,2a6d3ad5-1533-57de-855a-eb9fe60d27a7,Secretary to Central Secretariat,Ministry of ICT and Innovation,a5e607e2-6d6d-5289-a081-0821a1834dc3,Gakenke,0,entry,Education,220000,299407,23/07/2026,03/12/2026,active,705,705
4200003001-221401000000000000-00015,aa0d0f4a-fd53-52f3-8d95-4edef2880e27,Head of Social Services,GATSIBO DISTRICT,a49ac88d-1113-5354-91a2-c95d6f247102,Nyagatare,0,entry,Health and Welfare (Health and Medical Sciences),220000,265513,28/08/2026,13/04/2027,active,522,522
1300000000-101000000000000000-00061,48463f5d-b997-5438-a59d-89b0631fcc3b,Inspector,Ministry of Justice,454165eb-859c-55b5-89c2-fb423479573e,Nyamagabe,3,mid,"Business, Administration and Law",475000,556584,08/07/2026,11/12/2026,active,330,330
1432000000-101105010000000000-00108,56f93bff-6097-56af-a7c2-d95657da657e,Teaching & Learning  French M&E Specialist,Ministry of Education,22bcc10b-e8c4-5b9e-9294-54c41b569b8b,Rwamagana,7,lead,"Business, Administration and Law",575000,760963,12/09/2026,16/01/2027,active,456,456
1200000000-101105060400000000-00155,48997246-17c4-5323-8237-36c164e94056,SDMS Operations Management Specialist Team Leader,Ministry of Finance and Economic Planning,8a7a1c75-89f5-5834-82ab-5d468cc98899,Muhanga,5,senior,"Business, Administration and Law",525000,700999,23/06/2026,08/11/2026,active,275,275
4200000000-801104150000000000-00074,17aff069-d0ae-5157-99d3-07deb374c04f,Social Affairs Officer,GATSIBO DISTRICT,a49ac88d-1113-5354-91a2-c95d6f247102,Rubavu,0,entry,Education,220000,277535,08/06/2026,06/11/2026,active,814,814
2500001002-210100000000000000-00018,fdb61713-0fc1-52dd-bc41-3cc8101bedc6,Sites Supervisor,Ministry in charge of Emergency Management,89ef17e7-ce34-5e50-93b4-b34fe9fb998c,Burera,2,mid,"Engineering, Manufacturing and Construction",450000,608072,15/07/2026,15/10/2026,active,996,996
0900000000-101202020000000000-00032,5e7adb67-7941-5b05-a936-322df514e299,Environmental and Climate Change Specialist,Ministry of Agriculture and Animal Resources,295f89bb-3f1d-59fc-8ae0-fff16654af42,Karongi,3,mid,"Business, Administration and Law",475000,659322,23/08/2026,30/01/2027,active,466,466
1801000000-090000000000000000-00009,3a5232f0-80a9-5a29-9d2a-9f9a9dc9cc19,Legal Affairs & Recovery Officer,Road Maintenance Fund,7d26596f-6cdf-5ea3-afbe-a584c9a519c9,Bugesera,0,entry,"Business, Administration and Law",220000,258368,16/08/2026,27/12/2026,active,50,50
1412001000-301205080000000000-00100,d5b4199c-0ef6-5a30-a8cc-c2fa769d454f,Assistant Lecturers in Film Making and TV Production,RP KIGALI COLLEGE,98dd66ee-6500-5d25-ae65-e5c8c8b7e2ca,Kayonza,0,entry,Information and Communication Technologies (ICTs),220000,255973,01/07/2026,04/01/2027,active,4,4
0901000098-140000000000000000-00007,26ea3319-004f-50f9-8c5e-1669f324c3cf,Molecular Biology Laboratory Technician,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Rwamagana,3,mid,"Natural Sciences, Mathematics and Statistics",475000,597242,23/06/2026,24/10/2026,active,80,80
1419010000-301101000000000000-00007,6f58fd9a-0972-5c63-87c6-8d774fcf27f0,Director of Students Affairs Unit,RP KITABI COLLEGE,40e23b58-8058-58f4-b61c-dfdb9c96bed7,Gakenke,3,mid,Education,475000,632680,17/06/2026,26/09/2026,active,456,456
2903000000-090100000000000000-00051,25f741f4-a3b2-57db-bd7e-b4b002051111,SPIU Coordinator,RWANDA FORESTRY AUTHORITY,db8947ee-6112-5748-b14c-a84efb32d51e,Kicukiro,6,senior,"Business, Administration and Law",550000,689806,28/06/2026,01/10/2026,active,162,162
1419006000-301101020000000000-00020,e3f37af6-45d0-57e4-bfc4-6288a77e1167,Human Resource Officer,RP KARONGI COLLEGE,6861b2b1-11ae-5a1d-a69c-5e01e97eefd0,Karongi,0,entry,"Business, Administration and Law",220000,298732,21/07/2026,09/12/2026,active,247,247
2201001001-901001000000000000-00035,a74d60f9-f848-503f-839b-09ba40922e00,Human Resources Specialist,RWANDA ENVIRONMENT MANAGEMENT AUTHORITY,42d71c20-d5d9-5490-ab5d-33c95b2de8c7,Nyamasheke,8,lead,"Business, Administration and Law",600000,821121,27/09/2026,07/01/2027,active,72,72
1417000000-301101090100000000-01051,0e9db692-97cf-5539-9fb6-a58590ced93b,Administrative Assistant  - Rukara Campus,UNIVERSITY OF RWANDA,b48f5840-b3ad-581e-977f-655b68b83732,Nyagatare,0,entry,"Business, Administration and Law",220000,259218,07/09/2026,07/04/2027,active,457,457
7000000000-801201010114030000-00405,ac41f38a-e36c-5c6c-9855-0e40c21d9cfe,Hygiene & Sanitation Officer,CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Ngoma,0,entry,"Natural Sciences, Mathematics and Statistics",220000,301022,13/10/2026,07/06/2027,active,869,869
5000000000-801101011900000000-00313,382345ab-17df-5a42-aa18-1c93066c4f2e,Good Governance and Specific Programs Officer,MUHANGA DISTRICT,36d554e4-6fbb-53ca-aae7-53010481a5f7,Muhanga,0,entry,"Business, Administration and Law",220000,257335,19/10/2026,23/04/2027,active,826,826
1300000000-101302010000000000-00072,25f45eac-87d9-5dd1-98d3-7c88153fdd5d,Senior Software Developer,Ministry of Justice,454165eb-859c-55b5-89c2-fb423479573e,Muhanga,5,senior,"Natural Sciences, Mathematics and Statistics",525000,704473,14/06/2026,08/11/2026,active,219,219
7000001000-201102000000000000-00056,d09e0b99-1050-5b6d-8515-86fd52e91926,Recovery Officer,NYARUGENGE DISTRICT,a2b8ef6e-e02d-5006-a38e-552ee5469538,Nyarugenge,0,entry,"Business, Administration and Law",220000,292423,09/09/2026,01/02/2027,active,6,6
3200000000-101001000000000000-00020,042f9b04-a117-5ea7-9bd5-11b86b5690e4,"Planning, M&E Specialist",Ministry of Public Investments and Privatization,09037bcf-d828-50d4-8301-991fda242c53,Huye,3,mid,"Business, Administration and Law",475000,618231,03/07/2026,27/10/2026,active,723,723
4700000000-801300000000000000-00024,e3bb9e29-4e36-5fc3-822f-86b1f59b48c1,Internal Auditor,HUYE DISTRICT,8389d518-a63f-5b73-b6aa-59f323787365,Huye,0,entry,"Business, Administration and Law",220000,306973,14/08/2026,08/02/2027,active,908,908
1804000000-902104000000000000-00003,13c89a2c-e1ec-5c90-973e-1b3ff4d3dcec,Senior Civil Structural Engineer,RWANDA HOUSING AUTHORITY,56d2f24d-b50d-5a99-94e4-02af46b5acaf,Gakenke,5,senior,"Engineering, Manufacturing and Construction",525000,607990,08/07/2026,21/10/2026,active,586,586
2309000000-801001000000000000-00030,cb9837c0-9d39-5857-a972-c05e621f960e,Administrative Assistant,WESTERN PROVINCE,1a50897a-75dd-5ff2-888e-205b86e35d65,Nyarugenge,0,entry,Education,220000,293429,23/09/2026,05/02/2027,active,1243,1243
5100000000-801119060000000000-00323,85f3d144-a1a6-5368-99df-66bc70d4dc26,Executive Secretary,KAMONYI DISTRICT,30d0d5e5-7597-5c8c-a2fc-475f3f56cf79,Kayonza,3,mid,"Natural Sciences, Mathematics and Statistics",475000,608071,19/06/2026,07/12/2026,active,1821,1821
4300003001-201013010000000000-00785,6ca9a8e0-d16c-58c9-99d5-d612b2151ac4,Social Worker A2/A1,KAYONZA DISTRICT,285e5a0c-eb3a-5553-8cdb-bb6b227b586d,Kayonza,0,entry,Health and Welfare (Health and Medical Sciences),220000,282713,06/09/2026,03/01/2027,active,383,383
4800003001-205010000000000000-00207,fa6a283e-3625-5944-9c5f-1881f35641d1,Lab Technician A2,NYAMAGABE DISTRICT,15da6450-8593-5e88-bf88-24a301190e36,Nyamagabe,0,entry,Health and Welfare (Health and Medical Sciences),220000,292427,19/06/2026,26/10/2026,active,0,0
2206000000-903010101010100000-00022,4bc44574-23f8-5bdc-bca6-1f767687ea57,Property Valuation Specialist,NATIONAL LAND AUTHORITY,d5d4f331-8023-54d0-9e47-45ac59d2786d,Rubavu,3,mid,"Business, Administration and Law",475000,580668,12/06/2026,28/09/2026,active,55,55
2313000000-901200000000000000-00021,94fbf871-2a77-5bd0-a0bf-127e2ae5a07b,District NIDA Officer,NATIONAL IDENTIFICATION AGENCY,e6d8f53d-50ab-5bba-b997-4a5850719b44,Bugesera,0,entry,"Business, Administration and Law",220000,269758,31/10/2026,09/05/2027,active,1488,1488
4700003001-201010010000000000-00030,0cd8c83b-a3d3-59bc-b4c4-057d9fccdae7,Director of Medical and Allied Health Sciences Services Unit,HUYE DISTRICT,8389d518-a63f-5b73-b6aa-59f323787365,Huye,0,entry,Health and Welfare (Health and Medical Sciences),220000,287073,03/07/2026,30/11/2026,active,3,3
6700003002-201300000000000000-00064,0246a50a-8f2c-55a4-824f-2d4df0741504,Data Manager A1/A0,NYARUGENGE DISTRICT,a2b8ef6e-e02d-5006-a38e-552ee5469538,Nyarugenge,0,entry,"Natural Sciences, Mathematics and Statistics",220000,279783,23/09/2026,23/03/2027,active,2,2
2306000000-901201020000000000-00023,6bd29056-71f3-513f-80d9-10b0d9f20faa,Psychologist,RWANDA DEMOBILIZATION AND REINTEGRATION COMMISSION,163d42bb-aceb-596c-afd9-e2b43bb5cc68,Rutsiro,0,entry,Health and Welfare (Health and Medical Sciences),220000,273120,18/10/2026,03/06/2027,active,97,97
5100000000-080000000000000000-00089,da4cd921-6d35-5570-989d-5713d63ae90c,Driver,KAMONYI DISTRICT,30d0d5e5-7597-5c8c-a2fc-475f3f56cf79,Kicukiro,0,entry,"Services, Tourism and Hospitality",220000,265746,02/10/2026,01/04/2027,active,240,240
1800000000-101101040000000000-00030,8e5fa711-ef42-522e-97e6-cb5957f312f9,Public Transport Senior Engineer,Ministry of Infrastructure,02256b11-7514-502e-85c5-4b5ed28c00b5,Ngoma,3,mid,"Services, Tourism and Hospitality",475000,607603,05/09/2026,07/03/2027,active,18,18
1417000000-301101070501000000-02531,84c50095-2c5e-5015-993e-ac5221128b3c,"Lecturer School of Arts , Languages and communication studies- CASS",UNIVERSITY OF RWANDA,b48f5840-b3ad-581e-977f-655b68b83732,Nyamasheke,0,entry,Education,220000,279334,15/09/2026,08/03/2027,active,1,1
5500003001-020000000000000000-00004,d66beca2-2923-59af-84fb-c720c4f3fe81,Director of Medical and Allied Health Sciences Services Unit,NYABIHU DISTRICT,3072086c-23c7-5d94-ab83-8a26850e0780,Nyarugenge,3,mid,Health and Welfare (Health and Medical Sciences),475000,618274,05/06/2026,14/11/2026,active,7,7
2206000000-090301020200000000-00040,6c0afb75-d666-561d-a25e-d82746b8888c,Land Registration Officer (Provinces),NATIONAL LAND AUTHORITY,d5d4f331-8023-54d0-9e47-45ac59d2786d,Rutsiro,0,entry,"Business, Administration and Law",220000,255147,25/06/2026,07/11/2026,active,674,674
7000000000-801201010106000000-00386,d551b929-ef0f-5bba-823c-21fa62827b21,Customer Care Officer,CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Karongi,0,entry,"Business, Administration and Law",220000,292003,18/10/2026,30/04/2027,active,4,4
1419006000-301102050000000000-00218,895c2641-bb8a-5146-bf2b-32b172addc54,Workshop Assistant Manufacturing technology,RP KARONGI COLLEGE,6861b2b1-11ae-5a1d-a69c-5e01e97eefd0,Karongi,0,entry,"Engineering, Manufacturing and Construction",220000,273361,20/10/2026,09/06/2027,active,140,140
2902000000-140105000000000000-00010,6ba5bbd0-a0af-5e6e-80fa-f4f7ff20cd0b,Environmental Safeguard Specialist,Rwanda Water Resources Board,bc03a799-837d-5602-a105-0d3bc3efda7b,Nyarugenge,5,senior,"Agriculture, Forestry, Fisheries and Veterinary",525000,652422,20/09/2026,10/01/2027,active,32,32
4900003001-218000000000000000-00007,0a2352e0-f8ad-55b4-a2ca-7e174588158e,Administrative Assistant to the Director General,GISAGARA DISTRICT,94bd2c31-0100-5f48-baa1-b15508b12050,Rubavu,0,entry,"Business, Administration and Law",220000,253015,14/07/2026,21/10/2026,active,403,403
5900000000-801105140300000000-00323,552d42d2-288b-585e-91bc-e504881ab29a,Executive Secretary,NYAMASHEKE DISTRICT,df7f48ff-d7a0-5e14-bcac-b031721cb870,Nyamasheke,3,mid,"Natural Sciences, Mathematics and Statistics",475000,606365,02/06/2026,05/11/2026,active,1088,1088
5700000000-080101010500000000-00014,175fcf18-2b4c-5c2b-ae8c-06ab35d22853,Director of Good Governance,KARONGI District,850a9fe3-e6e6-5af6-a956-e50c7dad50c9,Karongi,3,mid,"Business, Administration and Law",475000,607584,29/07/2026,15/01/2027,active,1143,1143
7000000000-801203070000000000-00267,87067eb5-0210-5389-b04b-9147d600df05,GIS Specialist,CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Burera,3,mid,"Natural Sciences, Mathematics and Statistics",475000,588528,29/07/2026,17/12/2026,active,261,261
4000003001-201018000000000000-00007,bebd2ee7-5356-533e-97b0-be32322d6f3b,Research and Grant Management Officer,NGOMA DISTRICT,2cba1cd1-01b2-585b-a41f-40719659af36,Ngoma,0,entry,"Business, Administration and Law",220000,274654,17/10/2026,23/01/2027,active,612,612
6900003001-020000000100000000-00010,b19c9b94-fda6-52fa-8fad-8afca74c5923,Social Worker A2 at Health Center Level Under CDC COAG,GASABO DISTRICT,0eb370b0-03ce-502d-98e9-68c3995e2b34,Gasabo,0,entry,Health and Welfare (Health and Medical Sciences),220000,294370,17/09/2026,07/02/2027,active,222,222
7000000000-801203060200000000-00283,0e9cfc23-b00c-547a-81a1-97b07f50a1dc,Sports and Recreation Specialist,CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Gakenke,3,mid,Education,475000,648197,20/08/2026,22/03/2027,active,65,65
4800000000-801103000000000000-00004,c00fe84d-3234-5a70-92c2-9034b26a5c08,Executive Secretary of District,NYAMAGABE DISTRICT,15da6450-8593-5e88-bf88-24a301190e36,Nyamagabe,3,mid,"Business, Administration and Law",475000,588419,16/10/2026,27/02/2027,active,748,748
1414000000-301000000000000000-00096,1de3a757-d724-5f9e-bccb-41e6efe54e31,Budget Officer,RWANDA NATIONAL COMMISSION FOR UNESCO,7627d707-ee56-58c6-b8f3-87a6284295a0,Kayonza,0,entry,"Business, Administration and Law",220000,262202,01/09/2026,29/04/2027,active,3001,3001
6000000000-812301010500000000-00013,6627a901-9123-5897-9c09-fd5620b12264,Director of Agriculture and Natural Resources,RUTSIRO District,19087e75-e078-5bad-9dcc-999331552532,Rutsiro,3,mid,"Business, Administration and Law",475000,598875,29/07/2026,29/12/2026,active,1792,1792
1500000000-101700000000000000-00038,495a46d1-5fb9-5c7d-9273-f130cdbc9d95,Customer Relations Specialist,Ministry of Sports,9831ad06-f61e-56c4-a943-a5d244f4b6ae,Muhanga,3,mid,"Business, Administration and Law",475000,595199,29/07/2026,18/11/2026,active,172,172
